Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
POL,POL 020 Operations Division,B.005423,Master Police Officer,Non Exempt,2009-08-16,2016-02-07,70769.14
POL,POL 020 Operations Division,B.003851,Master Police Officer,Non Exempt,2010-03-01,2016-08-07,69858.62
POL,POL 020 Operations Division,B.005121,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.003678,Police Officer I,Non Exempt,2018-04-26,2018-10-11,52924.04
POL,POL 020 Operations Division,B.004531,Master Police Officer,Non Exempt,2009-08-16,2016-02-07,69381.52
POL,POL 020 Operations Division,B.005850,Precinct Desk Officer II,Non Exempt,2010-07-01,2011-07-01,47584.94
POL,POL 020 Operations Division,B.005655,Police Officer II,Non Exempt,2017-03-30,2020-08-27,56328.48
POL,POL 020 Operations Division,B.002899,Police Officer I,Non Exempt,2020-07-16,2021-07-15,49226.32
POL,POL 020 Operations Division,B.003066,Police Officer I,Non Exempt,2020-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.004863,Master Police Officer,Non Exempt,2003-01-16,2009-01-16,79758.64
POL,POL 020 Operations Division,B.000029.1     ,Police Lieutenant,Exempt,2001-10-01,2020-01-16,101925.2
POL,POL 020 Operations Division,B.002021.1     ,Police Sergeant,Non Exempt,2003-08-01,2021-05-06,85584.2
POL,POL 020 Operations Division,B.001770,Master Police Officer,Non Exempt,2004-01-16,2009-10-01,74691.76
POL,POL 020 Operations Division,B.006181,Master Police Officer,Non Exempt,2008-07-16,2015-01-22,69959.24
POL,POL 020 Operations Division,B.007251,Police Sergeant,Non Exempt,2009-08-16,2021-05-06,77671.88
POL,POL 020 Operations Division,B.000149,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.005342.1     ,Master Police Officer,Non Exempt,2009-09-21,2017-07-06,68270.8
POL,POL 020 Operations Division,B.004334,Police Officer I,Non Exempt,2019-06-06,2019-11-21,51000.04
POL,POL 020 Operations Division,B.003278,Police Officer I,Non Exempt,2020-05-21,2021-02-11,49226.32
POL,POL 020 Operations Division,B.002956,Master Police Officer,Non Exempt,2015-01-22,2021-07-15,64812.8
POL,POL 020 Operations Division,B.000601,Master Police Officer,Non Exempt,1997-12-01,2010-08-01,74965.02
POL,POL 020 Operations Division,B.003202.2     ,Police Sergeant,Non Exempt,1994-05-01,2020-08-13,94494.4
POL,POL 020 Operations Division,B.003384,Police Sergeant,Non Exempt,1999-08-02,2014-03-16,92389.7
POL,POL 020 Operations Division,B.006067,Police Officer II,Non Exempt,2013-01-16,2020-08-27,56328.48
POL,POL 020 Operations Division,B.001373.1     ,Police Captain,Exempt,1996-01-08,2021-04-22,119702.18
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,2009-08-01,2009-08-01,27.12
POL,POL 020 Operations Division,B.002453,Police Officer I,Non Exempt,2020-05-21,2021-07-15,49226.32
POL,POL 020 Operations Division,B.004427,Police Officer II,Non Exempt,2013-09-16,2021-03-25,55250.26
POL,POL 020 Operations Division,B.003335,Master Police Officer,Non Exempt,2015-01-22,2021-07-15,65124.8
POL,POL 020 Operations Division,B.005479,Master Police Officer,Non Exempt,1998-08-03,2004-08-16,81494.4
POL,POL 020 Operations Division,B.006064,Police Officer II,Non Exempt,2017-03-30,2020-08-27,56328.48
POL,POL 020 Operations Division,B.004416,Police Officer I,Non Exempt,2019-06-06,2019-11-21,51000.04
POL,POL 020 Operations Division,B.004657,Police Officer II,Non Exempt,2017-09-28,2021-03-25,55113.5
POL,POL 020 Operations Division,B.004143,Precinct Desk Officer I,Non Exempt,2018-03-01,2019-08-15,36920
POL,POL 020 Operations Division,B.004088,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.004333,Police Officer I,Non Exempt,2013-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.001099,Master Police Officer,Non Exempt,1999-08-02,2005-08-01,81494.4
POL,POL 020 Operations Division,B.000529.1     ,Police Lieutenant,Exempt,2004-02-16,2018-04-12,103424.62
POL,POL 020 Operations Division,B.000503,Police Sergeant,Non Exempt,2002-01-16,2020-01-16,89417.64
POL,POL 020 Operations Division,B.002187,Police Sergeant,Non Exempt,1996-09-03,2006-09-16,94494.4
POL,POL 020 Operations Division,B.006065,Police Officer I,Non Exempt,2015-07-17,2016-01-07,54803.32
POL,POL 020 Operations Division,B.000480,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.004221,Master Police Officer,Non Exempt,2010-03-01,2016-08-07,70202.6
POL,POL 020 Operations Division,B.007250,Police Officer I,Non Exempt,2021-01-28,2021-01-28,51614.94
POL,POL 020 Operations Division,N.030027,Community Service Officer,Non Exempt,2006-08-21,2006-08-21,14.63
POL,POL 020 Operations Division,B.001409,Police Officer II,Non Exempt,2016-09-22,2020-02-27,55224
POL,POL 020 Operations Division,B.002816,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.004261.1     ,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.005656,Master Police Officer,Non Exempt,2014-07-22,2020-12-31,64897.56
POL,POL 020 Operations Division,B.003287,Police Officer I,Non Exempt,2018-11-08,2019-05-09,51500.02
POL,POL 020 Operations Division,B.003489,Police Officer II,Non Exempt,2015-01-22,2020-04-09,57688.28
POL,POL 020 Operations Division,B.002831,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.004460,Police Officer I,Non Exempt,2020-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.004412,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.000815,Police Officer II,Non Exempt,2015-07-22,2019-02-14,58696.56
POL,POL 020 Operations Division,B.001660,Police Officer II,Non Exempt,2016-09-22,2020-02-27,55224
POL,POL 020 Operations Division,B.001788,Precinct Desk Officer II,Non Exempt,2006-06-01,2013-10-01,46648.94
POL,POL 020 Operations Division,B.005016,Master Police Officer,Non Exempt,1990-06-01,1999-11-01,81494.4
POL,POL 020 Operations Division,B.000602,Police Officer II,Non Exempt,2014-01-16,2020-02-13,58042.92
POL,POL 020 Operations Division,B.001281,Police Officer II,Non Exempt,2016-08-07,2020-02-27,56328.48
POL,POL 020 Operations Division,B.003950,Precinct Desk Officer II,Non Exempt,2013-08-16,2020-11-19,56944.94
POL,POL 020 Operations Division,B.005109,Police Officer II,Non Exempt,2017-09-28,2021-03-25,56215.9
POL,POL 020 Operations Division,B.002088,Master Police Officer,Non Exempt,2007-08-16,2015-01-22,71358.3
POL,POL 020 Operations Division,B.005664,Master Police Officer,Non Exempt,2009-08-16,2016-02-07,70769.14
POL,POL 020 Operations Division,B.002750,Master Police Officer,Non Exempt,1995-07-10,2001-07-16,81494.4
POL,POL 020 Operations Division,B.004658,Police Officer I,Non Exempt,2018-04-26,2018-10-11,51886.38
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,2015-08-31,2015-08-31,27.12
POL,POL 020 Operations Division,B.000927,Police Officer I,Non Exempt,2018-04-26,2018-10-11,52924.04
POL,POL 020 Operations Division,B.002289,Master Police Officer,Non Exempt,1991-09-01,2003-02-16,81494.4
POL,POL 020 Operations Division,B.001482,Master Police Officer,Non Exempt,1996-01-08,2002-03-01,81494.4
POL,POL 020 Operations Division,B.003121,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.003477,Police Sergeant,Non Exempt,1997-02-03,2021-02-11,94494.4
POL,POL 020 Operations Division,B.001491,Master Police Officer,Non Exempt,2008-02-01,2011-12-16,71625.58
POL,POL 020 Operations Division,B.005230,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.004995,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.001275,Master Police Officer,Non Exempt,2002-08-01,2011-08-01,81494.14
POL,POL 020 Operations Division,B.001708,Police Officer II,Non Exempt,2016-09-22,2020-02-27,55224
POL,POL 020 Operations Division,B.005017,Police Officer Recruit,Non Exempt,2017-09-28,2021-07-29,45656
POL,POL 020 Operations Division,B.003979.1     ,Police Captain,Exempt,1988-06-01,2012-01-16,123584.5
POL,POL 020 Operations Division,B.002579,Master Police Officer,Non Exempt,2014-07-22,2020-12-31,63625.12
POL,POL 020 Operations Division,B.004647,Police Officer I,Non Exempt,2020-07-16,2020-07-16,50210.94
POL,POL 020 Operations Division,B.005340,Police Officer Recruit,Non Exempt,2019-10-03,2021-07-29,45656
POL,POL 020 Operations Division,B.000438,Police Officer II,Non Exempt,2015-07-22,2019-02-14,58696.56
POL,POL 020 Operations Division,B.005474,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.001752,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.000034,Police Officer II,Non Exempt,2017-03-30,2020-08-27,56328.48
POL,POL 020 Operations Division,B.001576,Police Officer II,Non Exempt,2016-08-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.003259,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.002379,Precinct Desk Officer I,Non Exempt,2008-02-01,2016-05-22,43732
POL,POL 020 Operations Division,B.001152,Police Officer I,Non Exempt,2018-04-26,2018-10-11,52664.56
POL,POL 020 Operations Division,B.005477,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.004645,Police Officer I,Non Exempt,2019-06-06,2019-11-21,51000.04
POL,POL 020 Operations Division,B.003892.1     ,Police Sergeant,Non Exempt,2007-01-16,2021-02-11,79878.76
POL,POL 020 Operations Division,B.000002.1     ,Police Sergeant,Non Exempt,1994-05-01,2002-08-01,94494.4
POL,POL 020 Operations Division,B.005665,Police Officer II,Non Exempt,2017-05-25,2021-03-25,56215.9
POL,POL 020 Operations Division,B.003430,Master Police Officer,Non Exempt,2014-05-01,2018-08-30,65789.62
POL,POL 020 Operations Division,B.003313,Master Police Officer,Non Exempt,2009-08-16,2016-02-07,70769.14
POL,POL 020 Operations Division,B.001885,Police Sergeant,Non Exempt,1992-07-16,2001-08-16,94494.4
POL,POL 020 Operations Division,B.000037,Master Police Officer,Non Exempt,2014-07-22,2020-12-31,64897.56
POL,POL 020 Operations Division,B.006063,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.005120,Police Officer I,Non Exempt,2020-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.005114,Police Officer I,Non Exempt,2020-01-02,2020-06-18,52020.02
POL,POL 020 Operations Division,B.003668,Police Officer II,Non Exempt,2015-07-22,2019-02-14,58696.56
POL,POL 020 Operations Division,B.001865,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56328.48
POL,POL 020 Operations Division,B.005019,Master Police Officer,Non Exempt,2008-03-01,2015-01-22,71358.3
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,2017-04-27,2017-04-27,27.12
POL,POL 020 Operations Division,N.030027,Community Service Officer,Non Exempt,2001-01-01,2006-06-26,14.63
POL,POL 020 Operations Division,B.002327,Police Sergeant,Non Exempt,1994-11-01,2004-05-16,94494.4
POL,POL 020 Operations Division,B.006069,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.003915,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.006071,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,B.003922,Police Sergeant,Non Exempt,1999-08-02,2006-02-01,94494.4
POL,POL 020 Operations Division,B.004998,Police Officer I,Non Exempt,2019-06-06,2019-11-21,51000.04
POL,POL 020 Operations Division,B.005366,Master Police Officer,Non Exempt,2015-01-22,2021-07-15,64812.8
POL,POL 020 Operations Division,B.006179,Police Officer Recruit,Non Exempt,2011-01-09,2021-07-29,45656
POL,POL 020 Operations Division,B.005564,Police Officer I,Non Exempt,2011-02-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.000781,Master Police Officer,Non Exempt,2009-08-16,2016-02-07,69381.52
POL,POL 020 Operations Division,B.000371,Police Officer I,Non Exempt,2020-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.001991,Police Officer II,Non Exempt,2016-09-22,2020-02-27,56052.36
POL,POL 020 Operations Division,B.005116,Police Officer II,Non Exempt,2016-01-22,2020-02-27,56837.82
POL,POL 020 Operations Division,B.004410,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.005475,Police Officer I,Non Exempt,2020-01-02,2020-06-18,52020.02
POL,POL 020 Operations Division,B.005014,Master Police Officer,Non Exempt,1994-05-16,2000-10-16,81494.4
POL,POL 020 Operations Division,B.000288,Master Police Officer,Non Exempt,1999-08-02,2005-08-01,81494.4
POL,POL 020 Operations Division,N.030027,Community Service Officer,Non Exempt,1977-06-14,2007-03-16,14.63
POL,POL 020 Operations Division,B.001128,Police Sergeant,Non Exempt,2006-02-16,2019-11-21,80474.68
POL,POL 020 Operations Division,B.005662,Master Police Officer,Non Exempt,1996-10-16,2003-02-16,81494.4
POL,POL 020 Operations Division,B.005355,Master Police Officer,Non Exempt,2003-05-15,2013-07-01,72136.22
POL,POL 020 Operations Division,B.005125,Police Officer I,Non Exempt,2019-06-06,2019-11-21,51000.04
POL,POL 020 Operations Division,B.005336,Master Police Officer,Non Exempt,2010-08-16,2017-02-02,68826.16
POL,POL 020 Operations Division,B.001538,Police Sergeant,Non Exempt,1999-08-06,2015-06-07,90332.84
POL,POL 020 Operations Division,B.005663,Police Officer II,Non Exempt,2017-03-30,2020-08-27,56328.48
POL,POL 020 Operations Division,B.007473,Police Officer I,Non Exempt,2018-11-08,2019-05-09,52530.14
POL,POL 020 Operations Division,B.006060,Master Police Officer,Non Exempt,2005-09-01,2014-05-01,67926.82
POL,POL 020 Operations Division,B.005478,Police Officer I,Non Exempt,2019-06-06,2019-11-21,52020.02
POL,POL 020 Operations Division,B.007118,Police Officer Recruit,Non Exempt,2021-07-29,2021-07-29,45656
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,2005-10-31,2005-10-31,27.12
POL,POL 020 Operations Division,B.003510,Police Sergeant,Non Exempt,2010-03-01,2020-07-16,78430.3
POL,POL 020 Operations Division,B.002666,Police Officer II,Non Exempt,2016-09-22,2020-02-27,55224
POL,POL 020 Operations Division,B.002235,Master Police Officer,Non Exempt,2007-08-16,2014-05-01,71572.54
POL,POL 020 Operations Division,B.000172,Automotive Services Aide,Non Exempt,2007-07-01,2007-07-01,30667
POL,POL 020 Operations Division,B.002203.1     ,Police Lieutenant,Exempt,2002-01-16,2021-02-11,101561.72
POL,POL 020 Operations Division,B.004426,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.003582,Master Police Officer,Non Exempt,1997-02-03,2003-02-16,81494.4
POL,POL 020 Operations Division,B.002133.1     ,Police Sergeant,Non Exempt,1996-10-01,2019-05-23,85064.2
POL,POL 020 Operations Division,B.005661,Police Officer II,Non Exempt,2015-07-22,2020-02-13,57545.54
POL,POL 020 Operations Division,B.001977.1     ,Administrative Assistant,Non Exempt,1990-11-01,2002-09-01,51521.6
POL,POL 020 Operations Division,B.003445,Police Officer II,Non Exempt,2015-07-22,2019-02-14,57545.54
POL,POL 020 Operations Division,B.005231,Master Police Officer,Non Exempt,2007-09-01,2009-09-01,71336.72
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,2000-05-01,2000-05-01,27.12
POL,POL 020 Operations Division,B.004430,Police Officer I,Non Exempt,2021-01-28,2021-07-15,49226.32
POL,POL 020 Operations Division,B.003128,Precinct Desk Officer II,Non Exempt,2007-10-01,2010-05-16,48333.74
POL,POL 020 Operations Division,B.002281,Police Officer I,Non Exempt,2018-04-26,2018-10-11,52924.04
POL,POL 020 Operations Division,B.000804,Police Sergeant,Non Exempt,2011-08-01,2021-05-06,78018.46
POL,POL 020 Operations Division,B.002922,Police Officer II,Non Exempt,2016-01-22,2019-07-04,56837.82
POL,POL 020 Operations Division,B.003770.1     ,Master Police Officer,Non Exempt,2015-07-22,2018-01-04,64784.2
POL,POL 020 Operations Division,B.002760,Police Officer I,Non Exempt,2018-11-08,2019-05-09,52272.48
POL,POL 020 Operations Division,B.005124,Master Police Officer,Non Exempt,2000-01-18,2006-01-16,81494.4
POL,POL 020 Operations Division,B.003188,Police Officer I,Non Exempt,2020-07-16,2020-07-16,50456.9
POL,POL 020 Operations Division,B.005364,Master Police Officer,Non Exempt,2012-07-16,2019-01-17,65789.62
POL,POL 020 Operations Division,B.003939,Police Sergeant,Non Exempt,2006-02-16,2018-01-18,88884.64
POL,POL 020 Operations Division,B.001997,Police Officer I,Non Exempt,2017-09-28,2018-03-29,53269.06
POL,POL 020 Operations Division,B.006185,Police Officer I,Non Exempt,2019-06-06,2019-11-21,52020.02
POL,POL 020 Operations Division,B.005229,Master Police Officer,Non Exempt,2013-01-16,2019-03-28,64340.12
POL,POL 020 Operations Division,B.005363,Master Police Officer,Non Exempt,2013-07-16,2020-01-02,65146.12
POL,POL 020 Operations Division,B.001344,Master Police Officer,Non Exempt,2018-04-26,2021-05-06,61547.2
POL,POL 020 Operations Division,B.002017,Police Officer I,Non Exempt,2020-07-16,2020-07-16,49226.32
POL,POL 020 Operations Division,B.007650.1     ,Public Safety Analyst II,Exempt,2013-03-01,2020-09-24,56580.68
POL,POL 020 Operations Division,B.001314,Master Police Officer,Non Exempt,2000-05-22,2012-01-16,75060.18
POL,POL 020 Operations Division,B.006066,Police Officer I,Non Exempt,2020-01-02,2020-06-18,51000.04
POL,POL 020 Operations Division,B.007471,Police Officer I,Non Exempt,2017-05-25,2019-11-21,52020.02
POL,POL 020 Operations Division,B.002614,Police Sergeant,Non Exempt,2005-09-01,2021-07-15,80184
POL,POL 020 Operations Division,B.000521,Police Officer II,Non Exempt,2015-01-22,2021-03-11,57621.72
